,customer_id,name,email,membership_age,revenue,preferred_film_language,preferred_film_category,city_id,city,preferred_film_year
120,121,JOSEPHINE_GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,0 days 06:52:44.000000000,109.73999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",164,Etawah,00s
121,122,THELMA_MURRAY,THELMA.MURRAY@sakilacustomer.org,0 days 06:52:44.000000000,126.67999999999994,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",305,Lima,00s
122,123,SHANNON_FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,0 days 06:52:44.000000000,100.75999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",566,Varanasi (Benares),00s
123,124,SHEILA_WELLS,SHEILA.WELLS@sakilacustomer.org,0 days 06:52:44.000000000,73.82,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",281,Ktahya,00s
124,125,ETHEL_WEBB,ETHEL.WEBB@sakilacustomer.org,0 days 06:52:44.000000000,135.67999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",85,Boksburg,00s
125,126,ELLEN_SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,0 days 06:52:44.000000000,117.71999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",410,Po,00s
126,127,ELAINE_STEVENS,ELAINE.STEVENS@sakilacustomer.org,0 days 06:52:44.000000000,107.75999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",484,Smolensk,00s
127,128,MARJORIE_TUCKER,MARJORIE.TUCKER@sakilacustomer.org,0 days 06:52:44.000000000,127.67999999999992,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",236,Jastrzebie-Zdrj,00s
128,129,CARRIE_PORTER,CARRIE.PORTER@sakilacustomer.org,0 days 06:52:44.000000000,124.65999999999994,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",302,Liaocheng,00s
129,130,CHARLOTTE_HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,0 days 06:52:44.000000000,93.75999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",190,guas Lindas de Gois,00s
130,131,MONICA_HICKS,MONICA.HICKS@sakilacustomer.org,0 days 06:52:44.000000000,128.69999999999993,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",345,Mukateve,00s
131,132,ESTHER_CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,0 days 06:52:44.000000000,95.71999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",87,Botshabelo,00s
132,133,PAULINE_HENRY,PAULINE.HENRY@sakilacustomer.org,0 days 06:52:44.000000000,98.72999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",541,Torren,00s
133,134,EMMA_BOYD,EMMA.BOYD@sakilacustomer.org,0 days 06:52:44.000000000,94.76999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",421,Qalyub,00s
134,135,JUANITA_MASON,JUANITA.MASON@sakilacustomer.org,0 days 06:52:44.000000000,110.69999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",417,Pune,00s
135,136,ANITA_MORALES,ANITA.MORALES@sakilacustomer.org,0 days 06:52:44.000000000,62.850000000000016,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",211,Hubli-Dharwad,00s
136,137,RHONDA_KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,0 days 06:52:44.000000000,194.61000000000007,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",29,Apeldoorn,00s
137,138,HAZEL_WARREN,HAZEL.WARREN@sakilacustomer.org,0 days 06:52:44.000000000,110.65999999999994,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",207,Hohhot,00s
138,139,AMBER_DIXON,AMBER.DIXON@sakilacustomer.org,0 days 06:52:44.000000000,113.72999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",542,Touliu,00s
139,140,EVA_RAMOS,EVA.RAMOS@sakilacustomer.org,0 days 06:52:44.000000000,83.82,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",123,Clarksville,00s
140,141,DEBBIE_REYES,DEBBIE.REYES@sakilacustomer.org,0 days 06:52:44.000000000,130.67999999999992,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",172,Fukuyama,00s
141,142,APRIL_BURNS,APRIL.BURNS@sakilacustomer.org,0 days 06:52:44.000000000,94.73999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",149,Dundee,00s
142,143,LESLIE_GORDON,LESLIE.GORDON@sakilacustomer.org,0 days 06:52:44.000000000,89.77999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",266,Kilis,00s
143,144,CLARA_SHAW,CLARA.SHAW@sakilacustomer.org,0 days 06:52:44.000000000,195.58000000000007,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",340,Molodetno,00s
144,145,LUCILLE_HOLMES,LUCILLE.HOLMES@sakilacustomer.org,0 days 06:52:44.000000000,108.71999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",491,Soshanguve,00s
145,146,JAMIE_RICE,JAMIE.RICE@sakilacustomer.org,0 days 06:52:44.000000000,139.70999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",499,Sterling Heights,00s
146,147,JOANNE_ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,0 days 06:52:44.000000000,127.65999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",555,Urawa,00s
147,148,ELEANOR_HUNT,ELEANOR.HUNT@sakilacustomer.org,0 days 06:52:44.000000000,216.5400000000001,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",442,Saint-Denis,00s
148,149,VALERIE_BLACK,VALERIE.BLACK@sakilacustomer.org,0 days 06:52:44.000000000,121.73999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",94,Brockton,00s
149,150,DANIELLE_DANIELS,DANIELLE.DANIELS@sakilacustomer.org,0 days 06:52:44.000000000,105.74999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",202,Hidalgo,00s
150,151,MEGAN_PALMER,MEGAN.PALMER@sakilacustomer.org,0 days 06:52:44.000000000,92.72999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",291,Laiwu,00s
151,152,ALICIA_MILLS,ALICIA.MILLS@sakilacustomer.org,0 days 06:52:44.000000000,83.78999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",354,Nagaon,00s
152,153,SUZANNE_NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,0 days 06:52:44.000000000,94.75999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",232,Jakarta,00s
153,154,MICHELE_GRANT,MICHELE.GRANT@sakilacustomer.org,0 days 06:52:44.000000000,130.69999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",590,Yuncheng,00s
154,155,GAIL_KNIGHT,GAIL.KNIGHT@sakilacustomer.org,0 days 06:52:44.000000000,109.74999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",72,Bern,00s
155,156,BERTHA_FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,0 days 06:52:44.000000000,101.74999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",381,Ondo,00s
156,157,DARLENE_ROSE,DARLENE.ROSE@sakilacustomer.org,0 days 06:52:44.000000000,113.68999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",420,Pyongyang,00s
157,158,VERONICA_STONE,VERONICA.STONE@sakilacustomer.org,0 days 06:52:44.000000000,126.67999999999992,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",187,Greensboro,00s
158,159,JILL_HAWKINS,JILL.HAWKINS@sakilacustomer.org,0 days 06:52:44.000000000,68.79,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",307,Linz,00s
159,160,ERIN_DUNN,ERIN.DUNN@sakilacustomer.org,0 days 06:52:44.000000000,106.72999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",310,Ljubertsy,00s
160,161,GERALDINE_PERKINS,GERALDINE.PERKINS@sakilacustomer.org,0 days 06:52:44.000000000,112.69999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",533,Tel Aviv-Jaffa,00s
161,162,LAUREN_HUDSON,LAUREN.HUDSON@sakilacustomer.org,0 days 06:52:44.000000000,71.8,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",297,Le Mans,00s
162,163,CATHY_SPENCER,CATHY.SPENCER@sakilacustomer.org,0 days 06:52:44.000000000,122.70999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",253,Kakamigahara,00s
163,164,JOANN_GARDNER,JOANN.GARDNER@sakilacustomer.org,0 days 06:52:44.000000000,66.84000000000002,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",529,Tarsus,00s
164,165,LORRAINE_STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,0 days 06:52:44.000000000,86.78999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",199,Hami,00s
165,166,LYNN_PAYNE,LYNN.PAYNE@sakilacustomer.org,0 days 06:52:44.000000000,123.71999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",304,Lilongwe,00s
166,167,SALLY_PIERCE,SALLY.PIERCE@sakilacustomer.org,0 days 06:52:44.000000000,119.67999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",107,Chandrapur,00s
167,168,REGINA_BERRY,REGINA.BERRY@sakilacustomer.org,0 days 06:52:44.000000000,135.65999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",240,Jinchang,00s
168,169,ERICA_MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0 days 06:52:44.000000000,95.77999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",407,Pingxiang,00s
169,170,BEATRICE_ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,0 days 06:52:44.000000000,119.73999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",550,Udaipur,00s
170,171,DOLORES_WAGNER,DOLORES.WAGNER@sakilacustomer.org,0 days 06:52:44.000000000,114.73999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",223,Ipoh,00s
171,172,BERNICE_WILLIS,BERNICE.WILLIS@sakilacustomer.org,0 days 06:52:44.000000000,145.67,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",58,Batman,00s
172,173,AUDREY_RAY,AUDREY.RAY@sakilacustomer.org,0 days 06:52:44.000000000,119.70999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",186,Graz,00s
173,174,YVONNE_WATKINS,YVONNE.WATKINS@sakilacustomer.org,0 days 06:52:44.000000000,92.78999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",373,Ocumare del Tuy,00s
174,175,ANNETTE_OLSON,ANNETTE.OLSON@sakilacustomer.org,0 days 06:52:44.000000000,98.75999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",18,Allappuzha (Alleppey),00s
175,176,JUNE_CARROLL,JUNE.CARROLL@sakilacustomer.org,0 days 06:52:44.000000000,173.63000000000002,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",483,Skikda,00s
176,177,SAMANTHA_DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,0 days 06:52:44.000000000,71.77,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",330,Matamoros,00s
177,178,MARION_SNYDER,MARION.SNYDER@sakilacustomer.org,0 days 06:52:44.000000000,194.61000000000007,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",456,Santa Brbara dOeste,00s
178,179,DANA_HART,DANA.HART@sakilacustomer.org,0 days 06:52:44.000000000,133.70999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",270,Kirovo-Tepetsk,00s
179,180,STACY_CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,0 days 06:52:44.000000000,98.76999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",405,Pereira,00s
180,181,ANA_BRADLEY,ANA.BRADLEY@sakilacustomer.org,0 days 06:52:44.000000000,174.66000000000005,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",333,Memphis,00s
181,182,RENEE_LANE,RENEE.LANE@sakilacustomer.org,0 days 06:52:44.000000000,97.74,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",126,Compton,00s
182,183,IDA_ANDREWS,IDA.ANDREWS@sakilacustomer.org,0 days 06:52:44.000000000,76.77,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",317,Luzinia,00s
183,184,VIVIAN_RUIZ,VIVIAN.RUIZ@sakilacustomer.org,0 days 06:52:44.000000000,90.76999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",438,s-Hertogenbosch,00s
184,185,ROBERTA_HARPER,ROBERTA.HARPER@sakilacustomer.org,0 days 06:52:44.000000000,84.76999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",467,Shahr-e Kord,00s
185,186,HOLLY_FOX,HOLLY.FOX@sakilacustomer.org,0 days 06:52:44.000000000,114.68999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",195,Haldia,00s
186,187,BRITTANY_RILEY,BRITTANY.RILEY@sakilacustomer.org,0 days 06:52:44.000000000,159.72,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",506,Sumy,00s
187,188,MELANIE_ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,0 days 06:52:44.000000000,92.74999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",62,Bayugan,00s
188,189,LORETTA_CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,0 days 06:52:44.000000000,93.77999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",383,Oshawa,00s
189,190,YOLANDA_WEAVER,YOLANDA.WEAVER@sakilacustomer.org,0 days 06:52:44.000000000,110.72999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",513,Tabora,00s
190,191,JEANETTE_GREENE,JEANETTE.GREENE@sakilacustomer.org,0 days 06:52:44.000000000,74.8,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",369,Novoterkassk,00s
191,192,LAURIE_LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,0 days 06:52:44.000000000,99.76999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",169,Firozabad,00s
192,193,KATIE_ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,0 days 06:52:44.000000000,109.74999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",271,Kisumu,00s
193,194,KRISTEN_CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,0 days 06:52:44.000000000,87.82,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",204,Hino,00s
194,195,VANESSA_SIMS,VANESSA.SIMS@sakilacustomer.org,0 days 06:52:44.000000000,86.80999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",477,Siegen,00s
195,196,ALMA_AUSTIN,ALMA.AUSTIN@sakilacustomer.org,0 days 06:52:44.000000000,151.64999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",325,Mannheim,00s
196,197,SUE_PETERS,SUE.PETERS@sakilacustomer.org,0 days 06:52:44.000000000,154.59999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",109,Changzhou,00s
197,198,ELSIE_KELLEY,ELSIE.KELLEY@sakilacustomer.org,0 days 06:52:44.000000000,141.62999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",218,Ikerre,00s
198,199,BETH_FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,0 days 06:52:44.000000000,103.74999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",194,Haiphong,00s
199,200,JEANNE_LAWSON,JEANNE.LAWSON@sakilacustomer.org,0 days 06:52:44.000000000,136.73,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",35,Ashgabat,00s
200,201,VICKI_FIELDS,VICKI.FIELDS@sakilacustomer.org,0 days 06:52:44.000000000,108.74999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",575,Witten,00s
201,202,CARLA_GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,0 days 06:52:44.000000000,103.73999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",77,Bhusawal,00s
202,203,TARA_RYAN,TARA.RYAN@sakilacustomer.org,0 days 06:52:44.000000000,88.79999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",184,Gorontalo,00s
203,204,ROSEMARY_SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,0 days 06:52:44.000000000,147.64999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",557,Usak,00s
204,205,EILEEN_CARR,EILEEN.CARR@sakilacustomer.org,0 days 06:52:44.000000000,80.82,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",122,Ciudad del Este,00s
205,206,TERRI_VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,0 days 06:52:44.000000000,126.72999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",83,Blumenau,00s
206,207,GERTRUDE_CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,0 days 06:52:44.000000000,137.65999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",371,Nuuk,00s
207,208,LUCY_WHEELER,LUCY.WHEELER@sakilacustomer.org,0 days 06:52:44.000000000,91.74000000000001,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",51,Balurghat,00s
208,209,TONYA_CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,0 days 06:52:44.000000000,161.68,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",74,Bhilwara,00s
209,210,ELLA_OLIVER,ELLA.OLIVER@sakilacustomer.org,0 days 06:52:44.000000000,137.68999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",7,Aden,00s
210,211,STACEY_MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,0 days 06:52:44.000000000,151.65999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",174,Fuyu,00s
211,212,WILMA_RICHARDS,WILMA.RICHARDS@sakilacustomer.org,0 days 06:52:44.000000000,91.79999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",65,Bellevue,00s
212,213,GINA_WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,0 days 06:52:44.000000000,111.71999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",518,Taizz,00s
213,214,KRISTIN_JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,0 days 06:52:44.000000000,116.68999999999994,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",508,Sunnyvale,00s
214,215,JESSIE_BANKS,JESSIE.BANKS@sakilacustomer.org,0 days 06:52:44.000000000,91.73999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",498,Stara Zagora,00s
215,216,NATALIE_MEYER,NATALIE.MEYER@sakilacustomer.org,0 days 06:52:44.000000000,95.76999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",28,Aparecida de Goinia,00s
216,217,AGNES_BISHOP,AGNES.BISHOP@sakilacustomer.org,0 days 06:52:44.000000000,98.76999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",448,Sambhal,00s
217,218,VERA_MCCOY,VERA.MCCOY@sakilacustomer.org,0 days 06:52:44.000000000,67.82000000000001,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",251,Kabul,00s
218,219,WILLIE_HOWELL,WILLIE.HOWELL@sakilacustomer.org,0 days 06:52:44.000000000,101.73999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",567,Vicente Lpez,00s
219,220,CHARLENE_ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,0 days 06:52:44.000000000,114.72999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",593,Zanzibar,00s
220,221,BESSIE_MORRISON,BESSIE.MORRISON@sakilacustomer.org,0 days 06:52:44.000000000,132.71999999999994,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",511,Syrakusa,00s
221,222,DELORES_HANSEN,DELORES.HANSEN@sakilacustomer.org,0 days 06:52:44.000000000,91.78999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",235,Jaroslavl,00s
222,223,MELINDA_FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,0 days 06:52:44.000000000,80.83,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",324,Mandi Bahauddin,00s
223,224,PEARL_GARZA,PEARL.GARZA@sakilacustomer.org,0 days 06:52:44.000000000,76.78,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",243,Jodhpur,00s
224,225,ARLENE_HARVEY,ARLENE.HARVEY@sakilacustomer.org,0 days 06:52:44.000000000,120.73999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",22,Ambattur,00s
225,226,MAUREEN_LITTLE,MAUREEN.LITTLE@sakilacustomer.org,0 days 06:52:44.000000000,87.78999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",37,Asuncin,00s
226,227,COLLEEN_BURTON,COLLEEN.BURTON@sakilacustomer.org,0 days 06:52:44.000000000,87.75999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",439,Saarbrcken,00s
227,228,ALLISON_STANLEY,ALLISON.STANLEY@sakilacustomer.org,0 days 06:52:44.000000000,92.72999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",406,Phnom Penh,00s
228,229,TAMARA_NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,0 days 06:52:44.000000000,93.74999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",26,Anpolis,00s
229,230,JOY_GEORGE,JOY.GEORGE@sakilacustomer.org,0 days 06:52:44.000000000,124.66999999999993,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",86,Botosani,00s
230,231,GEORGIA_JACOBS,GEORGIA.JACOBS@sakilacustomer.org,0 days 06:52:44.000000000,110.73999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",559,Uttarpara-Kotrung,00s
231,232,CONSTANCE_REID,CONSTANCE.REID@sakilacustomer.org,0 days 06:52:44.000000000,95.74999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",596,Zaria,00s
232,233,LILLIE_KIM,LILLIE.KIM@sakilacustomer.org,0 days 06:52:44.000000000,89.76999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",216,Idfu,00s
233,234,CLAUDIA_FULLER,CLAUDIA.FULLER@sakilacustomer.org,0 days 06:52:44.000000000,111.73999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",233,Jalib al-Shuyukh,00s
234,235,JACKIE_LYNCH,JACKIE.LYNCH@sakilacustomer.org,0 days 06:52:44.000000000,93.74999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",96,Buenaventura,00s
235,236,MARCIA_DEAN,MARCIA.DEAN@sakilacustomer.org,0 days 06:52:44.000000000,175.58,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",527,Tanza,00s
236,237,TANYA_GILBERT,TANYA.GILBERT@sakilacustomer.org,0 days 06:52:44.000000000,144.67,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",357,Naju,00s
237,238,NELLIE_GARRETT,NELLIE.GARRETT@sakilacustomer.org,0 days 06:52:44.000000000,94.78999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",473,Shimoga,00s
238,239,MINNIE_ROMERO,MINNIE.ROMERO@sakilacustomer.org,0 days 06:52:44.000000000,142.65999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",118,Ciomas,00s
239,240,MARLENE_WELCH,MARLENE.WELCH@sakilacustomer.org,0 days 06:52:44.000000000,117.73999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",226,Iwaki,00s
